Chakana sotuvchi,Sotuvchi ID,Hisob-faktura sanasi,Hudud,Viloyat,Shahar,Mahsulot,Birlik narxi (so'm),Sotilgan birlik,Jami savdo (so'm),Operatsion foyda (so'm),Operatsion marja,Sotuv usuli
ActiveGear,1128299,2020-12-25,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,759000,875,6641250000,2324437500,0.35,Outlet do'kon
ActiveGear,1128299,2020-12-26,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,822250,675,5550187500,1110037500,0.2,Outlet do'kon
ActiveGear,1128299,2020-12-27,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,822250,725,5961312500,2086459375,0.35,Outlet do'kon
ActiveGear,1128299,2020-12-28,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,759000,625,4743750000,1423125000,0.3,Outlet do'kon
ActiveGear,1128299,2020-12-29,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,525,4316812500,2158406250,0.5,Outlet do'kon
ActiveGear,1128299,2020-12-30,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,1012000,700,7084000000,1062600000,0.15,Outlet do'kon
ActiveGear,1128299,2020-12-31,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,759000,900,6831000000,2732400000,0.4,Outlet do'kon
ActiveGear,1128299,2021-01-01,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,822250,750,6166875000,1541718750,0.25,Outlet do'kon
ActiveGear,1128299,2021-01-02,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,822250,750,6166875000,2466750000,0.4,Outlet do'kon
ActiveGear,1128299,2021-01-03,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,759000,650,4933500000,1726725000,0.35,Outlet do'kon
ActiveGear,1128299,2021-01-04,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,550,4522375000,2487306250,0.55,Outlet do'kon
ActiveGear,1128299,2021-01-05,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,1012000,725,7337000000,1467400000,0.2,Outlet do'kon
ActiveGear,1128299,2021-01-06,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,759000,975,7400250000,2960100000,0.4,Outlet do'kon
ActiveGear,1128299,2021-01-07,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,822250,825,6783562500,1695890625,0.25,Outlet do'kon
ActiveGear,1128299,2021-01-08,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,822250,825,6783562500,2713425000,0.4,Outlet do'kon
ActiveGear,1128299,2021-01-09,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,759000,700,5313000000,1859550000,0.35,Outlet do'kon
ActiveGear,1128299,2021-01-10,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,575,4727937500,2600365625,0.55,Outlet do'kon
ActiveGear,1128299,2021-01-11,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,1012000,875,8855000000,1771000000,0.2,Outlet do'kon
ActiveGear,1128299,2021-01-12,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,759000,1025,7779750000,2722912500,0.35,Outlet do'kon
ActiveGear,1128299,2021-01-13,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,822250,875,7194687500,1438937500,0.2,Outlet do'kon
ActiveGear,1128299,2021-01-14,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,822250,825,6783562500,2374246875,0.35,Outlet do'kon
ActiveGear,1128299,2021-01-15,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,759000,725,5502750000,1650825000,0.3,Outlet do'kon
ActiveGear,1128299,2021-01-16,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,775,6372437500,3186218750,0.5,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,1012000,775,7843000000,1176450000,0.15,Outlet do'kon
ActiveGear,1128299,2021-01-18,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,822250,975,8016937500,2805928125,0.35,Outlet do'kon
ActiveGear,1128299,2021-01-19,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,885500,925,8190875000,1638175000,0.2,Outlet do'kon
ActiveGear,1128299,2021-01-20,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,822250,800,6578000000,2302300000,0.35,Outlet do'kon
ActiveGear,1128299,2021-01-21,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,822250,750,6166875000,1850062500,0.3,Outlet do'kon
ActiveGear,1128299,2021-01-22,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,948750,750,7115625000,3557812500,0.5,Outlet do'kon
ActiveGear,1128299,2021-01-23,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,1012000,725,7337000000,1100550000,0.15,Outlet do'kon
ActiveGear,1128299,2021-01-24,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,695750,925,6435687500,1930706250,0.3,Outlet do'kon
ActiveGear,1128299,2021-01-25,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,759000,925,7020750000,1053112500,0.15,Outlet do'kon
ActiveGear,1128299,2021-01-26,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,695750,775,5392062500,1617618750,0.3,Outlet do'kon
ActiveGear,1128299,2021-01-27,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,695750,725,5044187500,1261046875,0.25,Outlet do'kon
ActiveGear,1128299,2021-01-28,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,725,5961312500,2682590625,0.4500000000000001,Outlet do'kon
ActiveGear,1128299,2021-01-29,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,885500,775,6862625000,686262500,0.1,Outlet do'kon
ActiveGear,1128299,2021-01-30,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,695750,875,6087812500,1826343750,0.3,Outlet do'kon
ActiveGear,1128299,2021-01-31,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,759000,875,6641250000,996187500,0.15,Outlet do'kon
ActiveGear,1128299,2021-02-01,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,695750,700,4870250000,1461075000,0.3,Outlet do'kon
ActiveGear,1128299,2021-02-02,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,695750,675,4696312500,1174078125,0.25,Outlet do'kon
ActiveGear,1128299,2021-02-03,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,650,5344625000,2405081250,0.4500000000000001,Outlet do'kon
ActiveGear,1128299,2021-02-04,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,885500,700,6198500000,619850000,0.1,Outlet do'kon
ActiveGear,1128299,2021-02-05,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,695750,875,6087812500,1826343750,0.3,Outlet do'kon
ActiveGear,1128299,2021-02-06,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,759000,875,6641250000,996187500,0.15,Outlet do'kon
ActiveGear,1128299,2021-02-07,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,695750,725,5044187500,1513256250,0.3,Outlet do'kon
ActiveGear,1128299,2021-02-08,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,695750,700,4870250000,1217562500,0.25,Outlet do'kon
ActiveGear,1128299,2021-02-09,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,650,5344625000,2405081250,0.4500000000000001,Outlet do'kon
ActiveGear,1128299,2021-02-10,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,885500,775,6862625000,686262500,0.1,Outlet do'kon
ActiveGear,1128299,2021-02-11,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,695750,975,6783562500,2035068750,0.3,Outlet do'kon
ActiveGear,1128299,2021-02-12,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,759000,975,7400250000,1110037500,0.15,Outlet do'kon
ActiveGear,1128299,2021-02-13,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,695750,775,5392062500,1617618750,0.3,Outlet do'kon
ActiveGear,1128299,2021-02-14,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,695750,775,5392062500,1348015625,0.25,Outlet do'kon
ActiveGear,1128299,2021-02-15,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,822250,700,5755750000,2590087500,0.4500000000000001,Outlet do'kon
ActiveGear,1128299,2021-02-16,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,885500,800,7084000000,708400000,0.1,Outlet do'kon
FashionPoint,1189833,2021-02-17,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,442750,700,3099250000,1239700000,0.4,Outlet do'kon
FashionPoint,1189833,2021-02-18,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,569250,700,3984750000,996187500,0.25,Outlet do'kon
FashionPoint,1189833,2021-03-09,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,569250,700,3984750000,1593900000,0.4,Outlet do'kon
FashionPoint,1189833,2021-03-10,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,569250,550,3130875000,1095806250,0.35,Outlet do'kon
FashionPoint,1189833,2021-03-11,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,500,3162500000,1739375000,0.55,Outlet do'kon
FashionPoint,1189833,2021-03-12,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,569250,700,3984750000,796950000,0.2,Outlet do'kon
FashionPoint,1189833,2021-03-13,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,442750,750,3320625000,1328250000,0.4,Outlet do'kon
FashionPoint,1189833,2021-03-14,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,569250,650,3700125000,925031250,0.25,Outlet do'kon
FashionPoint,1189833,2021-03-15,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,569250,675,3842437500,1536975000,0.4,Outlet do'kon
FashionPoint,1189833,2021-03-16,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,569250,525,2988562500,1045996875,0.35,Outlet do'kon
FashionPoint,1189833,2021-03-17,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,450,2846250000,1565437500,0.55,Outlet do'kon
FashionPoint,1189833,2021-03-18,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,569250,650,3700125000,740025000,0.2,Outlet do'kon
FashionPoint,1189833,2021-03-19,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,442750,800,3542000000,1416800000,0.4,Outlet do'kon
FashionPoint,1189833,2021-03-20,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,569250,650,3700125000,925031250,0.25,Outlet do'kon
FashionPoint,1189833,2021-03-21,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,569250,650,3700125000,1480050000,0.4,Outlet do'kon
FashionPoint,1189833,2021-03-22,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,569250,550,3130875000,1095806250,0.35,Outlet do'kon
FashionPoint,1189833,2021-03-23,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,425,2688125000,1478468750,0.55,Outlet do'kon
FashionPoint,1189833,2021-04-06,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,569250,625,3557812500,711562500,0.2,Outlet do'kon
FashionPoint,1189833,2021-04-07,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,569250,800,4554000000,1821600000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-08,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,632500,600,3795000000,948750000,0.25,Outlet do'kon
FashionPoint,1189833,2021-04-09,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,625,3953125000,1581250000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-10,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,569250,525,2988562500,1045996875,0.35,Outlet do'kon
FashionPoint,1189833,2021-04-11,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,425,2688125000,1478468750,0.55,Outlet do'kon
FashionPoint,1189833,2021-04-12,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,600,4933500000,986700000,0.2,Outlet do'kon
FashionPoint,1189833,2021-04-13,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,569250,800,4554000000,1821600000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-14,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,632500,650,4111250000,1027812500,0.25,Outlet do'kon
FashionPoint,1189833,2021-04-15,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,650,4111250000,1644500000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-16,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,569250,550,3130875000,1095806250,0.35,Outlet do'kon
FashionPoint,1189833,2021-04-17,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,450,2846250000,1565437500,0.55,Outlet do'kon
FashionPoint,1189833,2021-04-18,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,625,5139062500,1027812500,0.2,Outlet do'kon
FashionPoint,1189833,2021-04-19,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,569250,900,5123250000,2049300000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-20,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,632500,750,4743750000,1185937500,0.25,Outlet do'kon
FashionPoint,1189833,2021-04-21,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,750,4743750000,1897500000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-22,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,569250,625,3557812500,1245234375,0.35,Outlet do'kon
FashionPoint,1189833,2021-04-23,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,500,3162500000,1739375000,0.55,Outlet do'kon
FashionPoint,1189833,2021-04-24,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,800,6578000000,1315600000,0.2,Outlet do'kon
FashionPoint,1189833,2021-04-25,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,569250,950,5407875000,2163150000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-26,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,632500,800,5060000000,1265000000,0.25,Outlet do'kon
FashionPoint,1189833,2021-04-27,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,750,4743750000,1897500000,0.4,Outlet do'kon
FashionPoint,1189833,2021-04-28,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,569250,650,3700125000,1295043750,0.35,Outlet do'kon
FashionPoint,1189833,2021-04-29,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,632500,700,4427500000,2435125000,0.55,Outlet do'kon
FashionPoint,1189833,2021-04-30,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,700,5755750000,1151150000,0.2,Outlet do'kon
FashionPoint,1189833,2021-05-01,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,632500,900,5692500000,2277000000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-02,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,695750,850,5913875000,1478468750,0.25,Outlet do'kon
FashionPoint,1189833,2021-05-03,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,725,4585625000,1834250000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-04,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,632500,675,4269375000,1494281250,0.35,Outlet do'kon
FashionPoint,1189833,2021-05-05,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,759000,675,5123250000,2817787500,0.55,Outlet do'kon
FashionPoint,1189833,2021-05-06,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,650,5344625000,1068925000,0.2,Outlet do'kon
FashionPoint,1189833,2021-05-07,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,632500,850,5376250000,2150500000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-08,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,695750,850,5913875000,1478468750,0.25,Outlet do'kon
FashionPoint,1189833,2021-05-09,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,700,4427500000,1771000000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-10,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,632500,650,4111250000,1438937500,0.35,Outlet do'kon
FashionPoint,1189833,2021-05-11,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,759000,650,4933500000,2713425000,0.55,Outlet do'kon
FashionPoint,1189833,2021-05-12,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,700,5755750000,1151150000,0.2,Outlet do'kon
FashionPoint,1189833,2021-05-13,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,632500,800,5060000000,2024000000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-14,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,695750,800,5566000000,1391500000,0.25,Outlet do'kon
FashionPoint,1189833,2021-05-15,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,650,4111250000,1644500000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-16,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,632500,625,3953125000,1383593750,0.35,Outlet do'kon
FashionPoint,1189833,2021-05-17,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,759000,600,4554000000,2504700000,0.55,Outlet do'kon
FashionPoint,1189833,2021-05-18,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,650,5344625000,1068925000,0.2,Outlet do'kon
FashionPoint,1189833,2021-05-19,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,632500,825,5218125000,2087250000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-20,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,695750,825,5739937500,1434984375,0.25,Outlet do'kon
FashionPoint,1189833,2021-05-21,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,675,4269375000,1707750000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-22,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,632500,650,4111250000,1438937500,0.35,Outlet do'kon
FashionPoint,1189833,2021-05-23,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,759000,600,4554000000,2504700000,0.55,Outlet do'kon
FashionPoint,1189833,2021-05-24,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,700,5755750000,1151150000,0.2,Outlet do'kon
FashionPoint,1189833,2021-05-25,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,632500,900,5692500000,2277000000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-26,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,695750,900,6261750000,1565437500,0.25,Outlet do'kon
FashionPoint,1189833,2021-05-27,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,632500,700,4427500000,1771000000,0.4,Outlet do'kon
FashionPoint,1189833,2021-05-28,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,632500,700,4427500000,1549625000,0.35,Outlet do'kon
FashionPoint,1189833,2021-05-29,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,759000,625,4743750000,2609062500,0.55,Outlet do'kon
FashionPoint,1189833,2021-05-30,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,822250,725,5961312500,1192262500,0.2,Outlet do'kon
SneakerPro,1185732,2021-05-31,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,569250,475,2703937500,1081575000,0.4,Outlet do'kon
SneakerPro,1185732,2021-06-01,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,569250,275,1565437500,547903125,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-02,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,442750,275,1217562500,426146875,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-03,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,506000,125,632500000,253000000,0.4,Outlet do'kon
SneakerPro,1185732,2021-06-04,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,695750,175,1217562500,426146875,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-05,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,569250,275,1565437500,782718750,0.5,Outlet do'kon
SneakerPro,1185732,2021-06-06,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,569250,525,2988562500,1195425000,0.4,Outlet do'kon
SneakerPro,1185732,2021-06-07,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,569250,175,996187500,348665625,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-08,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,442750,225,996187500,348665625,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-09,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,506000,100,506000000,202400000,0.4,Outlet do'kon
SneakerPro,1185732,2021-06-10,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,695750,175,1217562500,426146875,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-11,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,569250,275,1565437500,782718750,0.5,Outlet do'kon
SneakerPro,1185732,2021-06-12,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,632500,495,3130875000,1252350000,0.4,Outlet do'kon
SneakerPro,1185732,2021-06-13,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,632500,200,1265000000,442750000,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-14,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,506000,225,1138500000,398475000,0.35,Outlet do'kon
SneakerPro,1185732,2021-06-15,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,569250,75,426937500,170775000,0.4,Outlet do'kon
SneakerPro,1185732,2021-06-16,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,759000,125,948750000,332062500,0.35,Outlet do'kon
